name,nationality,position,division,opponent,match_date,phase,sets_won,sets_played,points_scored,attack_kills,attack_faults,attack_shots,attack_total,block_kills,block_faults,block_rebounds,block_total,serve_aces,serve_errors,serve_attempts,serve_total,rec_excellents,rec_faults,rec_attempts,rec_total,dig_excellents,dig_faults,dig_attempts,dig_total,set_excellents,set_faults,set_stills,set_total
Lorenzo CORTESIA,Italy,Middle Blocker,Men,Canada,2022-06-11,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gianluca GALASSI,Italy,Middle Blocker,Men,Canada,2022-06-11,Pool,3,3,6,5,2,0,7,1,2,1,4,0,0,10,10,0,0,2,2,1,0,0,1,0,0,0,0
Yuri ROMANÒ,Italy,Opposite Spiker,Men,Canada,2022-06-11,Pool,3,3,13,11,3,8,22,1,1,1,3,1,2,6,9,0,0,0,0,2,0,0,2,0,0,0,0
Fabrizio GIRONI,Italy,Outside Hitter,Men,Canada,2022-06-11,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro PICCINELLI,Italy,Libero,Men,Canada,2022-06-11,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,19,7,0,1,8,0,0,2,2
Leonardo SCANFERLA,Italy,Libero,Men,Canada,2022-06-11,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco VITELLI,Italy,Middle Blocker,Men,Canada,2022-06-11,Pool,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Ausibio MOSCA,Italy,Middle Blocker,Men,Canada,2022-06-11,Pool,3,3,9,7,2,0,9,2,4,5,11,0,0,12,12,0,0,0,0,2,1,0,3,0,0,0,0
Giulio PINALI,Italy,Opposite Spiker,Men,Poland,2022-06-09,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco RECINE,Italy,Outside Hitter,Men,Poland,2022-06-09,Pool,3,4,9,8,3,14,25,1,3,1,5,0,2,14,16,3,2,17,22,5,2,4,11,0,0,8,8
Simone GIANNELLI,Italy,Setter,Men,Poland,2022-06-09,Pool,3,4,4,4,0,4,8,0,3,4,7,0,5,11,16,0,0,0,0,6,2,4,12,32,0,38,70
Marco FALASCHI,Italy,Setter,Men,Poland,2022-06-09,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davide GARDINI,Italy,Outside Hitter,Men,Poland,2022-06-09,Pool,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
